iShares Russell 1000 ETF
Fund Holdings as of,"Sep 18, 2023"
Inception Date,"May 15, 2000"
Shares Outstanding,"123,900,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"MTZ","MASTEC INC","Industrials","Equity","3,724,977.34","0.01","3,724,977.34","44,419.00","83.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VMI","VALMONT INDS INC","Industrials","Equity","3,721,950.99","0.01","3,721,950.99","15,311.00","243.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RH","RH","Consumer Discretionary","Equity","3,719,442.41","0.01","3,719,442.41","12,713.00","292.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SRC","SPIRIT REALTY CAPITAL REIT INC","Real Estate","Equity","3,702,450.96","0.01","3,702,450.96","102,024.00","36.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DLB","DOLBY LABORATORIES INC CLASS A","Information Technology","Equity","3,687,151.23","0.01","3,687,151.23","44,709.00","82.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WOLF","WOLFSPEED INC","Information Technology","Equity","3,683,168.04","0.01","3,683,168.04","90,318.00","40.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AIRC","APARTMENT INCOME REIT CORP","Real Estate","Equity","3,674,758.50","0.01","3,674,758.50","113,946.00","32.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"R","RYDER SYSTEM INC","Industrials","Equity","3,666,490.07","0.01","3,666,490.07","35,449.00","103.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PCOR","PROCORE TECHNOLOGIES INC","Information Technology","Equity","3,655,250.50","0.01","3,655,250.50","57,563.00","63.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALK","ALASKA AIR GROUP INC","Industrials","Equity","3,643,755.84","0.01","3,643,755.84","93,718.00","38.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"H","HYATT HOTELS CORP CLASS A","Consumer Discretionary","Equity","3,633,396.36","0.01","3,633,396.36","34,078.00","106.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"THO","THOR INDUSTRIES INC","Consumer Discretionary","Equity","3,629,375.76","0.01","3,629,375.76","38,212.00","94.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KEX","KIRBY CORP","Industrials","Equity","3,630,744.00","0.01","3,630,744.00","43,100.00","84.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IDA","IDACORP INC","Utilities","Equity","3,605,549.76","0.01","3,605,549.76","36,612.00","98.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PB","PROSPERITY BANCSHARES INC","Financials","Equity","3,605,687.30","0.01","3,605,687.30","63,874.00","56.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PNFP","PINNACLE FINANCIAL PARTNERS INC","Financials","Equity","3,603,262.40","0.01","3,603,262.40","54,266.00","66.40","United States","NASDAQ","USD","1.00","USD","-"
"OGN","ORGANON","Health Care","Equity","3,601,831.94","0.01","3,601,831.94","185,089.00","19.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NFG","NATIONAL FUEL GAS","Utilities","Equity","3,594,282.75","0.01","3,594,282.75","65,649.00","54.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VNT","VONTIER CORP","Information Technology","Equity","3,594,818.10","0.01","3,594,818.10","114,230.00","31.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BFAM","BRIGHT HORIZONS FAMILY SOLUTIONS I","Consumer Discretionary","Equity","3,595,659.52","0.01","3,595,659.52","41,927.00","85.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PVH","PVH CORP","Consumer Discretionary","Equity","3,590,652.78","0.01","3,590,652.78","46,499.00","77.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OLLI","OLLIES BARGAIN OUTLET HOLDINGS INC","Consumer Discretionary","Equity","3,584,938.50","0.01","3,584,938.50","46,425.00","77.22","United States","NASDAQ","USD","1.00","USD","-"
"NEWR","NEW RELIC INC","Information Technology","Equity","3,561,104.56","0.01","3,561,104.56","41,704.00","85.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RITM","RITHM CAPITAL CORP","Financials","Equity","3,540,429.52","0.01","3,540,429.52","352,984.00","10.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NVST","ENVISTA HOLDINGS CORP","Health Care","Equity","3,523,100.08","0.01","3,523,100.08","121,991.00","28.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MHK","MOHAWK INDUSTRIES INC","Consumer Discretionary","Equity","3,520,352.09","0.01","3,520,352.09","38,219.00","92.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMG","AFFILIATED MANAGERS GROUP INC","Financials","Equity","3,520,611.36","0.01","3,520,611.36","26,096.00","134.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"POST","POST HOLDINGS INC","Consumer Staples","Equity","3,486,780.18","0.01","3,486,780.18","39,618.00","88.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RL","RALPH LAUREN CORP CLASS A","Consumer Discretionary","Equity","3,485,078.88","0.01","3,485,078.88","30,379.00","114.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AN","AUTONATION INC","Consumer Discretionary","Equity","3,467,615.46","0.01","3,467,615.46","22,317.00","155.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BYD","BOYD GAMING CORP","Consumer Discretionary","Equity","3,465,147.85","0.01","3,465,147.85","53,815.00","64.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OMF","ONEMAIN HOLDINGS INC","Financials","Equity","3,451,776.00","0.01","3,451,776.00","85,440.00","40.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APLS","APELLIS PHARMACEUTICALS INC","Health Care","Equity","3,435,136.00","0.01","3,435,136.00","73,088.00","47.00","United States","NASDAQ","USD","1.00","USD","-"
"GME","GAMESTOP CORP CLASS A","Consumer Discretionary","Equity","3,436,009.20","0.01","3,436,009.20","195,784.00","17.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BPOP","POPULAR INC","Financials","Equity","3,432,246.06","0.01","3,432,246.06","53,738.00","63.87","United States","NASDAQ","USD","1.00","USD","-"
"CC","CHEMOURS","Materials","Equity","3,415,340.44","0.01","3,415,340.44","108,286.00","31.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRGO","PERRIGO PLC","Health Care","Equity","3,413,244.96","0.01","3,413,244.96","100,656.00","33.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DXC","DXC TECHNOLOGY","Information Technology","Equity","3,407,528.89","0.01","3,407,528.89","168,107.00","20.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FIVN","FIVE9 INC","Information Technology","Equity","3,388,358.16","0.01","3,388,358.16","52,877.00","64.08","United States","NASDAQ","USD","1.00","USD","-"
"MSM","MSC INDUSTRIAL INC CLASS A","Industrials","Equity","3,369,106.14","0.01","3,369,106.14","34,971.00","96.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TKR","TIMKEN","Industrials","Equity","3,361,737.60","0.01","3,361,737.60","45,552.00","73.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HUN","HUNTSMAN CORP","Materials","Equity","3,353,720.64","0.01","3,353,720.64","132,663.00","25.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GFS","GLOBALFOUNDRIES INC","Information Technology","Equity","3,348,093.50","0.01","3,348,093.50","57,478.00","58.25","United States","NASDAQ","USD","1.00","USD","-"
"TDC","TERADATA CORP","Information Technology","Equity","3,340,804.20","0.01","3,340,804.20","74,505.00","44.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WTFC","WINTRUST FINANCIAL CORP","Financials","Equity","3,320,070.42","0.01","3,320,070.42","43,622.00","76.11","United States","NASDAQ","USD","1.00","USD","-"
"RYAN","RYAN SPECIALTY HOLDINGS INC CLASS","Financials","Equity","3,314,097.28","0.01","3,314,097.28","67,264.00","49.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVT","AVNET INC","Information Technology","Equity","3,285,601.44","0.01","3,285,601.44","68,794.00","47.76","United States","NASDAQ","USD","1.00","USD","-"
"ESI","ELEMENT SOLUTIONS INC","Materials","Equity","3,269,359.59","0.01","3,269,359.59","166,719.00","19.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RYN","RAYONIER REIT INC","Real Estate","Equity","3,262,220.50","0.01","3,262,220.50","107,842.00","30.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TKO","TKO GROUP HOLDINGS CLASS A","Communication","Equity","3,263,954.85","0.01","3,263,954.85","31,345.00","104.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VNO","VORNADO REALTY TRUST REIT","Real Estate","Equity","3,264,580.05","0.01","3,264,580.05","131,055.00","24.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UBFUT","CASH COLLATERAL USD UBFUT","Cash and/or Derivatives","Cash Collateral and Margins","3,254,000.00","0.01","3,254,000.00","3,254,000.00","100.00","United States","-","USD","1.00","USD","Oct 01, 2015"
"LNC","LINCOLN NATIONAL CORP","Financials","Equity","3,241,316.76","0.01","3,241,316.76","124,762.00","25.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AXS","AXIS CAPITAL HOLDINGS LTD","Financials","Equity","3,236,040.21","0.01","3,236,040.21","56,703.00","57.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SYNH","SYNEOS HEALTH INC CLASS A","Health Care","Equity","3,210,168.42","0.01","3,210,168.42","75,039.00","42.78","United States","NASDAQ","USD","1.00","USD","-"
"HOG","HARLEY DAVIDSON INC","Consumer Discretionary","Equity","3,207,046.26","0.01","3,207,046.26","97,746.00","32.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MASI","MASIMO CORP","Health Care","Equity","3,170,863.89","0.01","3,170,863.89","31,769.00","99.81","United States","NASDAQ","USD","1.00","USD","-"
"FLO","FLOWERS FOODS INC","Consumer Staples","Equity","3,161,651.25","0.01","3,161,651.25","135,985.00","23.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PLUG","PLUG POWER INC","Industrials","Equity","3,153,202.40","0.01","3,153,202.40","386,896.00","8.15","United States","NASDAQ","USD","1.00","USD","-"
"COTY","COTY INC CLASS A","Consumer Staples","Equity","3,119,946.87","0.01","3,119,946.87","269,193.00","11.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SNV","SYNOVUS FINANCIAL CORP","Financials","Equity","3,114,778.40","0.01","3,114,778.40","105,229.00","29.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COLB","COLUMBIA BANKING SYSTEM INC","Financials","Equity","3,110,334.36","0.01","3,110,334.36","152,169.00","20.44","United States","NASDAQ","USD","1.00","USD","-"
"ASH","ASHLAND INC","Materials","Equity","3,111,498.10","0.01","3,111,498.10","37,738.00","82.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CR","CRANE","Industrials","Equity","3,112,757.51","0.01","3,112,757.51","35,611.00","87.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GTLB","GITLAB INC CLASS A","Information Technology","Equity","3,104,882.76","0.01","3,104,882.76","64,564.00","48.09","United States","NASDAQ","USD","1.00","USD","-"
"PLNT","PLANET FITNESS INC CLASS A","Consumer Discretionary","Equity","3,105,891.50","0.01","3,105,891.50","64,039.00","48.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OZK","BANK OZK","Financials","Equity","3,101,863.44","0.01","3,101,863.44","81,714.00","37.96","United States","NASDAQ","USD","1.00","USD","-"
"TXG","10X GENOMICS INC CLASS A","Health Care","Equity","3,100,134.23","0.01","3,100,134.23","67,117.00","46.19","United States","NASDAQ","USD","1.00","USD","-"
"MDU","MDU RESOURCES GROUP INC","Industrials","Equity","3,097,215.04","0.01","3,097,215.04","152,422.00","20.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LCID","LUCID GROUP INC","Consumer Discretionary","Equity","3,078,706.80","0.01","3,078,706.80","545,870.00","5.64","United States","NASDAQ","USD","1.00","USD","-"
"SNX","TD SYNNEX CORP","Information Technology","Equity","3,069,958.05","0.01","3,069,958.05","30,465.00","100.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AL","AIR LEASE CORP CLASS A","Industrials","Equity","3,055,699.50","0.01","3,055,699.50","75,918.00","40.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WLK","WESTLAKE CORP","Materials","Equity","3,053,535.47","0.01","3,053,535.47","24,019.00","127.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"YETI","YETI HOLDINGS INC","Consumer Discretionary","Equity","3,046,527.68","0.01","3,046,527.68","63,049.00","48.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EEFT","EURONET WORLDWIDE INC","Financials","Equity","3,045,025.53","0.01","3,045,025.53","36,789.00","82.77","United States","NASDAQ","USD","1.00","USD","-"
"IAC","IAC INC","Communication","Equity","3,031,936.40","0.01","3,031,936.40","57,532.00","52.70","United States","NASDAQ","USD","1.00","USD","-"
"ESAB","ESAB CORP","Industrials","Equity","3,026,504.22","0.01","3,026,504.22","41,791.00","72.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AZEK","AZEK COMPANY INC CLASS A","Industrials","Equity","3,019,845.18","0.01","3,019,845.18","97,698.00","30.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SRCL","STERICYCLE INC","Industrials","Equity","3,010,698.80","0.01","3,010,698.80","66,845.00","45.04","United States","NASDAQ","USD","1.00","USD","-"
"THG","HANOVER INSURANCE GROUP INC","Financials","Equity","2,979,794.40","0.01","2,979,794.40","26,480.00","112.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FNB","FNB CORP","Financials","Equity","2,971,403.40","0.01","2,971,403.40","267,694.00","11.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KRC","KILROY REALTY REIT CORP","Real Estate","Equity","2,958,538.44","0.01","2,958,538.44","84,578.00","34.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CAR","AVIS BUDGET GROUP INC","Industrials","Equity","2,959,760.84","0.01","2,959,760.84","14,974.00","197.66","United States","NASDAQ","USD","1.00","USD","-"
"AM","ANTERO MIDSTREAM CORP","Energy","Equity","2,943,912.84","0.01","2,943,912.84","249,062.00","11.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"QDEL","QUIDELORTHO CORP","Health Care","Equity","2,939,241.76","0.01","2,939,241.76","39,169.00","75.04","United States","NASDAQ","USD","1.00","USD","-"
"CRUS","CIRRUS LOGIC INC","Information Technology","Equity","2,929,112.55","0.01","2,929,112.55","39,663.00","73.85","United States","NASDAQ","USD","1.00","USD","-"
"CHH","CHOICE HOTELS INTERNATIONAL INC","Consumer Discretionary","Equity","2,856,599.16","0.01","2,856,599.16","22,809.00","125.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FOX","FOX CORP CLASS B","Communication","Equity","2,851,046.63","0.01","2,851,046.63","97,739.00","29.17","United States","NASDAQ","USD","1.00","USD","-"
"ROIV","ROIVANT SCIENCES LTD","Health Care","Equity","2,845,118.72","0.01","2,845,118.72","255,856.00","11.12","United States","NASDAQ","USD","1.00","USD","-"
"S","SENTINELONE INC CLASS A","Information Technology","Equity","2,805,164.64","0.01","2,805,164.64","169,394.00","16.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MAN","MANPOWER INC","Industrials","Equity","2,796,398.40","0.01","2,796,398.40","37,586.00","74.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COHR","COHERENT CORP","Information Technology","Equity","2,792,192.00","0.01","2,792,192.00","87,256.00","32.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SLGN","SILGAN HOLDINGS INC","Materials","Equity","2,785,893.15","0.01","2,785,893.15","63,015.00","44.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WTM","WHITE MOUNTAINS INSURANCE GROUP LT","Financials","Equity","2,788,157.16","0.01","2,788,157.16","1,791.00","1,556.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JHG","JANUS HENDERSON GROUP PLC","Financials","Equity","2,777,506.56","0.01","2,777,506.56","100,416.00","27.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WU","WESTERN UNION","Financials","Equity","2,747,372.31","0.01","2,747,372.31","216,499.00","12.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LPX","LOUISIANA PACIFIC CORP","Materials","Equity","2,732,291.04","0.01","2,732,291.04","47,076.00","58.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BEPC","BROOKFIELD RENEWABLE SUBORDINATE V","Utilities","Equity","2,708,732.25","0.01","2,708,732.25","96,775.00","27.99","Canada","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CABO","CABLE ONE INC","Communication","Equity","2,709,354.69","0.01","2,709,354.69","4,347.00","623.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PENN","PENN ENTERTAINMENT INC","Consumer Discretionary","Equity","2,701,396.95","0.01","2,701,396.95","115,395.00","23.41","United States","NASDAQ","USD","1.00","USD","-"
"VAC","MARRIOTT VACATIONS WORLDWIDE CORP","Consumer Discretionary","Equity","2,691,550.97","0.01","2,691,550.97","26,437.00","101.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LYFT","LYFT INC CLASS A","Industrials","Equity","2,676,959.40","0.01","2,676,959.40","247,180.00","10.83","United States","NASDAQ","USD","1.00","USD","-"
"LAZ","LAZARD LTD CLASS A","Financials","Equity","2,678,479.60","0.01","2,678,479.60","80,194.00","33.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NWL","NEWELL BRANDS INC","Consumer Discretionary","Equity","2,649,124.01","0.01","2,649,124.01","279,149.00","9.49","United States","NASDAQ","USD","1.00","USD","-"
"FYBR","FRONTIER COMMUNICATIONS PARENT INC","Communication","Equity","2,649,675.50","0.01","2,649,675.50","177,950.00","14.89","United States","NASDAQ","USD","1.00","USD","-"
"WEN","WENDYS","Consumer Discretionary","Equity","2,647,232.05","0.01","2,647,232.05","129,449.00","20.45","United States","NASDAQ","USD","1.00","USD","-"
"MPW","MEDICAL PROPERTIES TRUST REIT INC","Real Estate","Equity","2,621,726.73","0.01","2,621,726.73","430,497.00","6.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KD","KYNDRYL HOLDINGS INC","Information Technology","Equity","2,623,266.92","0.01","2,623,266.92","168,374.00","15.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AGO","ASSURED GUARANTY LTD","Financials","Equity","2,602,052.36","0.01","2,602,052.36","43,382.00","59.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LOPE","GRAND CANYON EDUCATION INC","Consumer Discretionary","Equity","2,595,649.74","0.01","2,595,649.74","23,007.00","112.82","United States","NASDAQ","USD","1.00","USD","-"
"CLVT","CLARIVATE PLC","Industrials","Equity","2,591,462.86","0.01","2,591,462.86","353,542.00","7.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DV","DOUBLEVERIFY HOLDINGS INC","Information Technology","Equity","2,587,957.19","0.01","2,587,957.19","91,739.00","28.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SLM","SLM CORP","Financials","Equity","2,582,815.83","0.01","2,582,815.83","183,569.00","14.07","United States","NASDAQ","USD","1.00","USD","-"
"AAP","ADVANCE AUTO PARTS INC","Consumer Discretionary","Equity","2,582,885.60","0.01","2,582,885.60","44,410.00","58.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NCR","NCR CORP","Information Technology","Equity","2,566,923.84","0.01","2,566,923.84","96,356.00","26.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AZTA","AZENTA INC","Health Care","Equity","2,545,581.00","0.01","2,545,581.00","50,100.00","50.81","United States","NASDAQ","USD","1.00","USD","-"
"SAM","BOSTON BEER INC CLASS A","Consumer Staples","Equity","2,547,135.16","0.01","2,547,135.16","6,868.00","370.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LSXMK","LIBERTY MEDIA LIBERTY SIRIUSXM COR","Communication","Equity","2,532,782.08","0.01","2,532,782.08","111,872.00","22.64","United States","NASDAQ","USD","1.00","USD","-"
"CUZ","COUSINS PROPERTIES REIT INC","Real Estate","Equity","2,530,235.24","0.01","2,530,235.24","113,159.00","22.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LEG","LEGGETT & PLATT INC","Consumer Discretionary","Equity","2,521,771.35","0.01","2,521,771.35","101,073.00","24.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MSGS","MADISON SQUARE GARDEN SPORTS CORP","Communication","Equity","2,494,125.43","0.01","2,494,125.43","13,997.00","178.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FRPT","FRESHPET INC","Consumer Staples","Equity","2,464,044.48","0.01","2,464,044.48","33,884.00","72.72","United States","NASDAQ","USD","1.00","USD","-"
"BHF","BRIGHTHOUSE FINANCIAL INC","Financials","Equity","2,457,619.92","0.01","2,457,619.92","47,656.00","51.57","United States","NASDAQ","USD","1.00","USD","-"
"AWI","ARMSTRONG WORLD INDUSTRIES INC","Industrials","Equity","2,451,794.40","0.01","2,451,794.40","33,385.00","73.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TDOC","TELADOC HEALTH INC","Health Care","Equity","2,434,202.46","0.01","2,434,202.46","117,198.00","20.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CACC","CREDIT ACCEPTANCE CORP","Financials","Equity","2,427,581.30","0.01","2,427,581.30","4,930.00","492.41","United States","NASDAQ","USD","1.00","USD","-"
"PAG","PENSKE AUTOMOTIVE GROUP VOTING INC","Consumer Discretionary","Equity","2,428,143.72","0.01","2,428,143.72","14,708.00","165.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LITE","LUMENTUM HOLDINGS INC","Information Technology","Equity","2,422,594.20","0.01","2,422,594.20","50,095.00","48.36","United States","NASDAQ","USD","1.00","USD","-"
"BFA","BROWN FORMAN CORP CLASS A","Consumer Staples","Equity","2,360,215.00","0.01","2,360,215.00","36,311.00","65.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SPB","SPECTRUM BRANDS HOLDINGS INC","Consumer Staples","Equity","2,357,030.24","0.01","2,357,030.24","29,768.00","79.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FOUR","SHIFT4 PAYMENTS INC CLASS A","Financials","Equity","2,347,037.60","0.01","2,347,037.60","40,189.00","58.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SSRM","SSR MINING INC","Materials","Equity","2,318,226.75","0.01","2,318,226.75","154,035.00","15.05","Canada","NASDAQ","USD","1.00","USD","-"
"EPR","EPR PROPERTIES REIT","Real Estate","Equity","2,290,104.84","0.01","2,290,104.84","53,961.00","42.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNXC","CONCENTRIX CORP","Industrials","Equity","2,281,702.38","0.01","2,281,702.38","30,909.00","73.82","United States","NASDAQ","USD","1.00","USD","-"
"IPGP","IPG PHOTONICS CORP","Information Technology","Equity","2,202,349.36","0.01","2,202,349.36","21,962.00","100.28","United States","NASDAQ","USD","1.00","USD","-"
"AMED","AMEDISYS INC","Health Care","Equity","2,190,203.90","0.01","2,190,203.90","23,305.00","93.98","United States","NASDAQ","USD","1.00","USD","-"
"KMPR","KEMPER CORP","Financials","Equity","2,167,798.14","0.01","2,167,798.14","46,143.00","46.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RUN","SUNRUN INC","Industrials","Equity","2,159,415.00","0.01","2,159,415.00","153,150.00","14.10","United States","NASDAQ","USD","1.00","USD","-"
"M","MACYS INC","Consumer Discretionary","Equity","2,133,488.82","0.01","2,133,488.82","198,834.00","10.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IART","INTEGRA LIFESCIENCES HOLDINGS CORP","Health Care","Equity","2,115,682.14","0.01","2,115,682.14","53,889.00","39.26","United States","NASDAQ","USD","1.00","USD","-"
"NSA","NATIONAL STORAGE AFFILIATES TRUST","Real Estate","Equity","2,116,823.28","0.01","2,116,823.28","61,679.00","34.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SIRI","SIRIUS XM HOLDINGS INC","Communication","Equity","2,104,911.30","0.01","2,104,911.30","513,393.00","4.10","United States","NASDAQ","USD","1.00","USD","-"
"NEU","NEWMARKET CORP","Materials","Equity","2,095,571.85","0.01","2,095,571.85","4,569.00","458.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DNA","GINKGO BIOWORKS HOLDINGS INC CLASS","Materials","Equity","2,080,863.35","0.01","2,080,863.35","1,124,791.00","1.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PK","PARK HOTELS RESORTS INC","Real Estate","Equity","2,075,902.95","0.01","2,075,902.95","164,103.00","12.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VSAT","VIASAT INC","Information Technology","Equity","2,074,110.97","0.01","2,074,110.97","86,027.00","24.11","United States","NASDAQ","USD","1.00","USD","-"
"TNL","TRAVEL LEISURE","Consumer Discretionary","Equity","2,063,607.15","0.01","2,063,607.15","54,377.00","37.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CXT","CRANE NXT","Information Technology","Equity","2,061,876.90","0.01","2,061,876.90","35,611.00","57.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DNB","DUN BRADST HLDG INC","Industrials","Equity","2,019,454.60","0.01","2,019,454.60","199,946.00","10.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GO","GROCERY OUTLET HOLDING CORP","Consumer Staples","Equity","1,998,805.86","0.01","1,998,805.86","68,382.00","29.23","United States","NASDAQ","USD","1.00","USD","-"
"CNM","CORE & MAIN INC CLASS A","Industrials","Equity","1,990,212.00","0.01","1,990,212.00","69,832.00","28.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ENOV","ENOVIS CORP","Health Care","Equity","1,986,398.22","0.01","1,986,398.22","37,122.00","53.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PINC","PREMIER INC CLASS A","Health Care","Equity","1,946,372.35","0.01","1,946,372.35","88,673.00","21.95","United States","NASDAQ","USD","1.00","USD","-"
"ZG","ZILLOW GROUP INC CLASS A","Real Estate","Equity","1,874,584.49","0.01","1,874,584.49","40,903.00","45.83","United States","NASDAQ","USD","1.00","USD","-"
"FTRE","FORTREA HOLDINGS INC","Health Care","Equity","1,876,536.08","0.01","1,876,536.08","65,339.00","28.72","United States","NASDAQ","USD","1.00","USD","-"
"CRI","CARTERS INC","Consumer Discretionary","Equity","1,859,673.28","0.01","1,859,673.28","27,316.00","68.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RNG","RINGCENTRAL INC CLASS A","Information Technology","Equity","1,850,883.64","0.01","1,850,883.64","63,127.00","29.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
